lead_id,advisor_crd,contacted_date,predicted_score,actual_converted,driver_1_feature,driver_1_shap,driver_1_value,driver_1_direction,driver_2_feature,driver_2_shap,driver_2_value,driver_2_direction,driver_3_feature,driver_3_shap,driver_3_value,driver_3_direction
lead_86,0,2025-01-31 00:00:00,0.18124645948410034,0,days_in_gap,0.12040676176548004,3408.0,increases,aum_growth_since_jan2024_pct,0.052867770195007324,16.2664525584818,increases,num_prior_firms,-0.05026465654373169,1.0,decreases
lead_87,0,2025-02-01 00:00:00,0.027214912697672844,0,current_firm_tenure_months,-0.268444299697876,222.0,decreases,firm_aum_pit,-0.009000105783343315,41695726722.0,decreases,firm_rep_count_at_contact,-0.005166580900549889,272.0,decreases
lead_88,0,2025-02-02 00:00:00,0.16617566347122192,0,days_in_gap,0.08814793825149536,3408.0,increases,current_firm_tenure_months,-0.06273594498634338,133.0,decreases,aum_growth_since_jan2024_pct,0.04910033941268921,16.2664525584818,increases
lead_89,0,2025-02-03 00:00:00,0.5391682982444763,0,days_in_gap,0.3316860496997833,109.0,increases,current_firm_tenure_months,0.2791113257408142,10.0,increases,firm_rep_count_at_contact,0.05477648973464966,276.0,increases
lead_90,0,2025-02-04 00:00:00,0.0441291518509388,0,current_firm_tenure_months,-0.2762945592403412,378.0,decreases,num_prior_firms,-0.02160969004034996,0.0,decreases,pit_mobility_tier_Stable,0.004818078130483627,1.0,increases
lead_91,0,2025-02-05 00:00:00,0.15683579444885254,0,firm_aum_pit,-0.20706260204315186,41695726722.0,decreases,industry_tenure_months,-0.10227465629577637,381.0,decreases,current_firm_tenure_months,-0.07304173707962036,62.0,decreases
lead_92,0,2025-02-06 00:00:00,0.2392551153898239,1,industry_tenure_months,-0.21878333389759064,1667.0,decreases,current_firm_tenure_months,-0.09598340094089508,66.0,decreases,days_in_gap,0.09438924491405487,510.0,increases
lead_93,0,2025-02-07 00:00:00,0.27528148889541626,0,days_in_gap,0.17829753458499908,502.0,increases,industry_tenure_months,-0.13050419092178345,47.0,decreases,current_firm_tenure_months,-0.11372199654579163,41.0,decreases
lead_94,0,2025-02-08 00:00:00,0.14936400949954987,0,current_firm_tenure_months,-0.1708657592535019,41.0,decreases,industry_tenure_months,-0.1317148059606552,1511.0,decreases,firm_aum_pit,-0.10299257934093475,41695726722.0,decreases
lead_95,0,2025-02-09 00:00:00,0.1707988679409027,0,industry_tenure_months,-0.1878194808959961,637.0,decreases,current_firm_tenure_months,-0.09685283899307251,61.0,decreases,firm_aum_pit,-0.09005951881408691,41695726722.0,decreases
lead_96,0,2025-02-10 00:00:00,0.25246211886405945,0,aum_growth_since_jan2024_pct,0.058829084038734436,16.2664525584818,increases,num_prior_firms,-0.05280318856239319,3.0,decreases,firm_rep_count_at_contact,0.04861578345298767,214.0,increases
lead_97,0,2025-02-11 00:00:00,0.4923632740974426,0,days_in_gap,0.22279614210128784,353.0,increases,current_firm_tenure_months,0.20779505372047424,24.0,increases,firm_rep_count_at_contact,0.1518993377685547,215.0,increases
lead_98,0,2025-02-12 00:00:00,0.01968950219452381,0,current_firm_tenure_months,-0.15985852479934692,245.0,decreases,num_prior_firms,-0.011189982295036316,4.0,decreases,industry_tenure_months,-0.00919080339372158,394.0,decreases
lead_99,0,2025-02-13 00:00:00,0.10035832226276398,0,num_prior_firms,-0.11009456217288971,10.0,decreases,current_firm_tenure_months,-0.07195159792900085,149.0,decreases,industry_tenure_months,-0.035903289914131165,443.0,decreases
lead_100,0,2025-02-14 00:00:00,0.0789053663611412,0,current_firm_tenure_months,-0.3737015724182129,190.0,decreases,firm_rep_count_at_contact,0.011786885559558868,196.0,increases,aum_growth_since_jan2024_pct,-0.011653028428554535,16.2664525584818,decreases
lead_101,0,2025-02-15 00:00:00,0.04882671311497688,0,current_firm_tenure_months,-0.322778582572937,190.0,decreases,industry_tenure_months,-0.014162201434373856,173.0,decreases,aum_growth_since_jan2024_pct,-0.013627573847770691,16.2664525584818,decreases
lead_102,0,2025-02-16 00:00:00,0.05960099399089813,0,current_firm_tenure_months,-0.32600778341293335,170.0,decreases,num_prior_firms,-0.02540840208530426,1.0,decreases,days_in_gap,-0.01517236977815628,4447.0,decreases
lead_103,0,2025-02-17 00:00:00,0.3051285147666931,0,days_in_gap,0.12127570807933807,3442.0,increases,firm_aum_pit,0.08688069880008698,41695726722.0,increases,current_firm_tenure_months,-0.08550480008125305,149.0,decreases
lead_104,0,2025-02-18 00:00:00,0.04043668508529663,0,current_firm_tenure_months,-0.26256585121154785,211.0,decreases,days_in_gap,0.022613046690821648,5638.0,increases,firm_aum_pit,-0.021225813776254654,41695726722.0,decreases
lead_105,0,2025-02-19 00:00:00,0.06798876076936722,0,current_firm_tenure_months,-0.26595622301101685,190.0,decreases,num_prior_firms,-0.03883146494626999,1.0,decreases,days_in_gap,0.027975264936685562,5638.0,increases
lead_106,0,2025-02-20 00:00:00,0.04921858757734299,0,current_firm_tenure_months,-0.3650969862937927,211.0,decreases,days_in_gap,0.015163719654083252,5638.0,increases,industry_tenure_months,-0.009751152247190475,223.0,decreases
lead_107,0,2025-02-21 00:00:00,0.06673123687505722,0,current_firm_tenure_months,-0.30204060673713684,211.0,decreases,days_in_gap,0.025100551545619965,5638.0,increases,industry_tenure_months,0.007761497050523758,123.0,increases
lead_108,0,2025-02-22 00:00:00,0.04398272559046745,0,current_firm_tenure_months,-0.30368518829345703,211.0,decreases,industry_tenure_months,-0.01498701423406601,45.0,decreases,days_in_gap,0.01014501228928566,5638.0,increases
lead_109,0,2025-02-23 00:00:00,0.04053423926234245,0,current_firm_tenure_months,-0.3498956561088562,211.0,decreases,num_prior_firms,-0.026972491294145584,1.0,decreases,days_in_gap,0.010324107483029366,5638.0,increases
lead_110,0,2025-02-24 00:00:00,0.038422469049692154,0,current_firm_tenure_months,-0.35772234201431274,211.0,decreases,num_prior_firms,-0.01969676837325096,1.0,decreases,aum_growth_since_jan2024_pct,0.004736404865980148,16.2664525584818,increases
lead_111,0,2025-02-25 00:00:00,0.0474155992269516,0,current_firm_tenure_months,-0.2910314202308655,211.0,decreases,num_prior_firms,-0.021601051092147827,1.0,decreases,days_in_gap,0.01838831603527069,5638.0,increases
lead_112,0,2025-02-26 00:00:00,0.030788065865635872,0,current_firm_tenure_months,-0.26714447140693665,211.0,decreases,industry_tenure_months,-0.011806124821305275,341.0,decreases,num_prior_firms,-0.010640619322657585,1.0,decreases
lead_113,0,2025-02-27 00:00:00,0.07720174640417099,0,current_firm_tenure_months,-0.2090299427509308,197.0,decreases,num_prior_firms,-0.0434124618768692,1.0,decreases,days_in_gap,0.023914169520139694,5638.0,increases
lead_114,0,2025-02-28 00:00:00,0.042004212737083435,0,current_firm_tenure_months,-0.27923864126205444,202.0,decreases,industry_tenure_months,-0.016965527087450027,414.0,decreases,days_in_gap,0.015113141387701035,5638.0,increases
lead_115,0,2025-03-01 00:00:00,0.0511457733809948,0,current_firm_tenure_months,-0.29498910903930664,211.0,decreases,days_in_gap,0.022491896525025368,5638.0,increases,industry_tenure_months,-0.014788221567869186,184.0,decreases
