days_to_mql
0
1
1
0
0
20
0
20
0
-294
83
1
236
0
6
77
-311
1
1
0
275
0
0
7
1
8
-328
7
5
0
0
0
330
0
2
2
0
200
19
0
9
-217
15
1
7
0
0
1
-219
0
4
0
-1
1
1
0
0
-313
1
2
1
1
0
0
0
3
0
0
0
102
1
7
3
0
0
0
193
1
0
0
23
-287
-318
11
0
-21
0
-282
-283
4
1
4
0
2
1
4
0
6
-310
195
0
18
1
6
0
82
7
0
0
2
0
0
5
0
0
-322
-6
1
237
3
14
3
5
0
13
0
2
163
1
1
-258
1
-286
0
0
11
0
0
0
0
-5
2
0
0
22
0
0
-238
0
0
0
6
0
4
0
4
5
0
3
0
-3
93
-210
6
-7
1
0
6
-299
3
2
1
0
6
2
77
-307
0
-5
9
0
0
1
0
7
90
6
0
3
11
1
178
-78
111
0
-306
1
17
0
1
35
0
7
0
1
1
1
25
2
0
5
0
0
0
2
27
27
0
-13
0
-10
8
16
0
0
0
0
0
71
7
1
0
176
0
-253
159
0
2
6
1
6
0
-69
2
1
1
1
2
4
-182
112
1
0
0
23
35
1
-241
0
0
0
1
0
-232
0
0
1
238
-247
0
-146
0
0
1
0
3
0
173
-146
0
0
56
-195
3
4
0
1
0
1
0
4
0
0
0
14
-4
0
0
0
1
0
0
0
-223
0
1
2
3
0
0
20
57
0
0
0
1
0
0
1
1
0
-238
-3
0
0
1
230
0
1
0
0
0
0
0
0
0
1
-265
0
0
-14
0
1
0
54
4
3
-162
0
3
2
0
1
0
1
-105
125
2
4
0
-141
0
7
6
5
0
0
-232
155
3
121
0
32
0
0
0
0
0
1
0
20
1
83
19
0
0
0
6
-15
3
0
-9
39
84
18
0
2
0
1
27
0
-145
0
0
1
1
92
1
6
0
2
5
1
14
1
0
12
48
3
0
1
0
1
35
9
2
7
4
9
15
0
19
8
1
0
0
19
13
0
68
22
13
5
0
0
5
0
-137
110
0
4
0
68
1
0
0
0
0
0
0
0
0
1
0
0
-198
0
72
14
1
16
1
6
1
0
1
-159
68
196
0
69
0
0
0
0
67
27
1
-177
0
21
1
0
0
10
0
3
0
0
0
2
0
47
5
0
0
0
1
56
0
2
0
0
-174
0
0
0
0
0
0
0
0
0
56
1
0
0
4
11
38
0
0
0
1
9
55
1
0
0
0
71
26
-223
0
1
1
-156
0
0
1
5
6
0
0
0
0
0
0
15
1
201
0
0
0
0
0
0
1
0
0
8
5
1
1
28
0
5
39
0
2
0
0
55
1
0
0
34
0
0
1
0
0
0
0
0
0
0
-171
0
2
0
0
1
5
3
3
0
63
0
12
1
6
43
98
0
4
0
1
0
0
0
5
0
1
0
0
0
7
103
0
0
1
73
0
0
0
0
1
127
53
1
0
2
1
0
1
51
99
0
0
0
4
0
0
7
0
1
1
13
0
1
1
37
0
0
0
2
0
1
0
4
0
0
6
1
0
0
0
0
4
0
0
0
0
0
2
1
0
0
82
0
5
9
3
1
51
1
0
1
84
34
1
16
1
0
0
0
2
0
1
0
0
0
1
0
0
0
2
4
-127
3
1
2
0
0
0
0
30
0
0
0
0
4
0
1
1
0
0
0
0
0
73
0
0
0
0
0
0
0
0
0
0
0
-6
0
0
0
0
0
0
1
0
2
0
0
0
0
0
0
0
0
7
0
0
1
1
6
12
41
9
6
0
6
1
6
1
0
8
37
5
4
0
64
0
1
1
9
91
1
9
30
1
1
-7
1
2
1
19
1
0
43
12
-7
8
1
1
4
7
36
0
1
6
8
1
35
7
0
1
1
0
1
1
1
1
1
2
1
0
16
4
2
14
0
14
1
0
0
0
0
1
0
28
3
0
4
0
1
1
3
1
28
0
1
36
34
1
3
2
49
2
10
3
2
3
1
5
4
31
1
0
33
17
1
3
0
0
0
0
0
3
2
1
1
7
1
23
6
5
0
1
14
1
6
0
1
1
0
27
58
1
1
0
32
1
8
0
16
6
1
14
3
26
0
1
7
0
16
9
1
28
34
1
1
6
2
0
7
7
8
25
20
6
6
0
0
1
7
0
0
28
7
21
3
0
0
0
7
47
0
6
5
10
2
17
0
0
11
8
1
1
1
26
0
1
4
0
7
2
6
1
1
14
1
5
6
2
1
1
9
1
0
9
1
1
1
43
0
3
64
8
1
1
6
10
1
0
35
0
37
1
1
0
1
2
13
1
1
0
0
11
0
20
6
15
21
48
1
5
0
0
34
2
11
5
30
15
1
0
7
1
56
1
0
24
1
30
1
1
0
29
1
8
19
1
7
23
39
8
39
40
46
0
1
43
2
0
1
1
0
2
1
1
0
1
0
0
0
18
1
6
0
4
41
1
1
4
1
1
7
7
3
6
1
0
37
1
2
6
2
7
7
0
2
2
1
1
5
0
0
0
4
9
6
0
0
1
1
1
0
0
6
16
0
18
0
0
0
0
17
0
3
6
4
6
14
8
2
0
7
13
2
2
2
2
1
0
2
2
2
0
0
10
0
6
1
7
1
2
2
1
0
14
2
2
1
2
1
4
2
0
1
8
0
0
1
0
0
1
10
0
0
0
8
4
7
0
3
0
0
1
0
0
0
1
1
1
